city,state_id,lat,lng,population,timezone
LaBelle,FL,26.7219,-81.4506,13563,America/New_York
Price,UT,39.6040,-110.8004,13564,America/Denver
Washington,IN,38.6587,-87.1591,13565,America/Indiana/Vincennes
Hazel Crest,IL,41.5732,-87.6899,13565,America/Chicago
Broadlands,VA,39.0168,-77.5167,13576,America/New_York
Colonial Park,PA,40.2997,-76.8068,13583,America/New_York
Rantoul,IL,40.3031,-88.1549,13584,America/Chicago
Shiloh,IL,38.5534,-89.9160,13586,America/Chicago
Roselle Park,NJ,40.6653,-74.2666,13588,America/New_York
New Providence,NJ,40.6996,-74.4034,13595,America/New_York
Brecksville,OH,41.3079,-81.6193,13604,America/New_York
Vadnais Heights,MN,45.0570,-93.0748,13607,America/Chicago
Wood Dale,IL,41.9666,-87.9807,13607,America/Chicago
Waianae,HI,21.4569,-158.1759,13609,Pacific/Honolulu
Canton,IL,40.5632,-90.0409,13611,America/Chicago
Port Clinton,OH,41.5096,-82.9385,13614,America/New_York
Moberly,MO,39.4190,-92.4365,13615,America/Chicago
Soddy-Daisy,TN,35.2571,-85.1739,13619,America/New_York
Lawrenceburg,KY,38.0332,-84.9032,13666,America/New_York
Brevard,NC,35.2439,-82.7264,13666,America/New_York
Maumee,OH,41.5696,-83.6636,13669,America/New_York
Spring Creek,NV,40.7386,-115.5971,13671,America/Los_Angeles
St. James,NY,40.8761,-73.1521,13671,America/New_York
Middlesex,NJ,40.5744,-74.5011,13679,America/New_York
West Freehold,NJ,40.2324,-74.2943,13680,America/New_York
Sharonville,OH,39.2825,-84.4071,13684,America/New_York
East Milton,FL,30.6175,-86.9636,13697,America/Chicago
Beach Park,IL,42.4261,-87.8584,13701,America/Chicago
Forest Park,IL,41.8683,-87.8157,13704,America/Chicago
Hickory Hills,IL,41.7248,-87.8281,13710,America/Chicago
Highland Park,NJ,40.5006,-74.4283,13711,America/New_York
Princeton Meadows,NJ,40.3332,-74.5628,13717,America/New_York
Fort Campbell North,KY,36.6554,-87.4658,13735,America/Chicago
Piney Green,NC,34.7498,-77.3208,13741,America/New_York
Harper Woods,MI,42.4390,-82.9292,13746,America/Detroit
Palmetto,FL,27.5251,-82.5750,13748,America/New_York
Levelland,TX,33.5806,-102.3636,13755,America/Chicago
Thomaston,GA,32.8908,-84.3271,13759,America/New_York
Conneaut,OH,41.9278,-80.5685,13767,America/New_York
Bexley,OH,39.9650,-82.9343,13770,America/New_York
Whitefish Bay,WI,43.1132,-87.9004,13783,America/Chicago
Fergus Falls,MN,46.2853,-96.0760,13794,America/Chicago
Moorestown-Lenola,NJ,39.9659,-74.9643,13806,America/New_York
Sun Village,CA,34.5596,-117.9559,13819,America/Los_Angeles
Forrest City,AR,35.0135,-90.7931,13820,America/Chicago
Brandermill,VA,37.4340,-77.6522,13836,America/New_York
Richmond Hill,GA,31.9013,-81.3125,13839,America/New_York
Oak Park,CA,34.1849,-118.7669,13853,America/Los_Angeles
Ephrata,PA,40.1812,-76.1811,13862,America/New_York
Teays Valley,WV,38.4482,-81.9240,13866,America/New_York
Atlantic Beach,FL,30.3371,-81.4128,13872,America/New_York
Gramercy,LA,30.0610,-90.6928,13873,America/Chicago
Springdale,NJ,39.8769,-74.9723,13878,America/New_York
Oak Island,NC,33.9434,-78.1366,13878,America/New_York
Cahokia,IL,38.5649,-90.1792,13880,America/Chicago
El Sobrante,CA,33.8724,-117.4625,13881,America/Los_Angeles
Collingswood,NJ,39.9160,-75.0759,13884,America/New_York
Jericho,NY,40.7875,-73.5416,13889,America/New_York
Baraboo,WI,43.4695,-89.7376,13893,America/Chicago
Allouez,WI,44.4721,-88.0261,13894,America/Chicago
Princeton,TX,33.1778,-96.5044,13894,America/Chicago
South Venice,FL,27.0434,-82.4152,13907,America/New_York
Fulshear,TX,29.6930,-95.8792,13914,America/Chicago
Miami Springs,FL,25.8195,-80.2894,13917,America/New_York
Big Rapids,MI,43.6992,-85.4806,13921,America/Detroit
Deming,NM,32.2631,-107.7525,13924,America/Denver
Chicago Ridge,IL,41.7034,-87.7795,13928,America/Chicago
New Kingman-Butler,AZ,35.2645,-114.0091,13933,America/Phoenix
Hammonton,NJ,39.6572,-74.7678,13934,America/New_York
Oil City,PA,41.4282,-79.7035,13935,America/New_York
Glenpool,OK,35.9485,-96.0052,13936,America/Chicago
North Mankato,MN,44.1813,-94.0387,13948,America/Chicago
Artesia,NM,32.8492,-104.4274,13956,America/Denver
Olympia Heights,FL,25.7241,-80.3390,13958,America/New_York
Frederick,CO,40.1089,-104.9694,13960,America/Denver
Dumas,TX,35.8613,-101.9642,13963,America/Chicago
Raymondville,TX,26.4759,-97.7769,13963,America/Chicago
Beacon,NY,41.5036,-73.9655,13968,America/New_York
Franklin Park,NJ,40.4439,-74.5432,13977,America/New_York
Dallas,GA,33.9153,-84.8416,13981,America/New_York
Hutchinson,MN,44.8856,-94.3768,13983,America/Chicago
Dayton,TX,30.0292,-94.9038,13987,America/Chicago
Reidsville,NC,36.3377,-79.6727,13987,America/New_York
Wauchula,FL,27.5469,-81.8101,13992,America/New_York
Colesville,MD,39.0730,-77.0009,13992,America/New_York
Hobe Sound,FL,27.0729,-80.1425,14003,America/New_York
Santaquin,UT,39.9711,-111.7937,14004,America/Denver
Effingham,IL,39.1207,-88.5508,14005,America/Chicago
Cayce,SC,33.9458,-81.0433,14009,America/New_York
D'Iberville,MS,30.4709,-88.9011,14012,America/Chicago
Monroe,OH,39.4461,-84.3666,14015,America/New_York
Havre de Grace,MD,39.5481,-76.1145,14018,America/New_York
Belle Chasse,LA,29.8472,-90.0069,14024,America/Chicago
Bay St. Louis,MS,30.3281,-89.3774,14034,America/Chicago
Pecos,TX,31.4046,-103.5057,14040,America/Chicago
Waimalu,HI,21.3913,-157.9345,14043,Pacific/Honolulu
Pell City,AL,33.5609,-86.2669,14045,America/Chicago
Canton,MS,32.5975,-90.0317,14048,America/Chicago
Wixom,MI,42.5244,-83.5346,14049,America/Detroit
Luling,LA,29.9008,-90.3523,14049,America/Chicago
Waunakee,WI,43.1829,-89.4445,14052,America/Chicago
Callaway,FL,30.1348,-85.5568,14060,America/Chicago
Oatfield,OR,45.4127,-122.5942,14060,America/Los_Angeles
Lakewood Park,FL,27.5390,-80.3865,14064,America/New_York
Cherry Hill Mall,NJ,39.9384,-75.0117,14068,America/New_York
Fruitville,FL,27.3328,-82.4616,14068,America/New_York
Fort Payne,AL,34.4557,-85.6965,14074,America/Chicago
Black Forest,CO,39.0608,-104.6752,14081,America/Denver
Steamboat Springs,CO,40.4777,-106.8243,14087,America/Denver
Chesterton,IN,41.5997,-87.0548,14088,America/Chicago
Harrison,AR,36.2438,-93.1198,14097,America/Chicago
Willowick,OH,41.6343,-81.4680,14105,America/New_York
Middleburg,FL,30.0502,-81.9011,14111,America/New_York
Greensburg,PA,40.3113,-79.5444,14113,America/New_York
Cleveland,MS,33.7440,-90.7285,14114,America/Chicago
Iona,FL,26.5160,-81.9601,14118,America/New_York
Ionia,MI,42.9772,-85.0727,14122,America/Detroit
Pineville,LA,31.3414,-92.4096,14122,America/Chicago
Chelsea,AL,33.3255,-86.6299,14126,America/Chicago
Lockhart,TX,29.8785,-97.6831,14133,America/Chicago
New Franklin,OH,40.9525,-81.5838,14133,America/New_York
Greendale,WI,42.9371,-88.0018,14143,America/Chicago
Sauk Rapids,MN,45.5981,-94.1539,14146,America/Chicago
Crowley,LA,30.2175,-92.3752,14147,America/Chicago
Seabrook,TX,29.5751,-95.0236,14149,America/Chicago
Norridge,IL,41.9637,-87.8231,14152,America/Chicago
Hendersonville,NC,35.3242,-82.4576,14157,America/New_York
Hawaiian Gardens,CA,33.8303,-118.0728,14159,America/Los_Angeles
Johnson City,NY,42.1230,-75.9624,14161,America/New_York
Antioch,IL,42.4742,-88.0721,14175,America/Chicago
Gardendale,AL,33.6678,-86.8069,14177,America/Chicago
Cambridge,MD,38.5515,-76.0786,14178,America/New_York
Hidalgo,TX,26.1090,-98.2463,14183,America/Chicago
Hopatcong,NJ,40.9541,-74.6593,14186,America/New_York
Fairview,NJ,40.8182,-74.0022,14189,America/New_York
Taos,NM,36.3871,-105.5804,14196,America/Denver
California City,CA,35.1578,-117.8721,14198,America/Los_Angeles
Rincon,GA,32.2947,-81.2353,14201,America/New_York
Jefferson Valley-Yorktown,NY,41.3179,-73.8007,14205,America/New_York
Covington,GA,33.6049,-83.8465,14206,America/New_York
Phillipsburg,NJ,40.6895,-75.1821,14212,America/New_York
Lindenhurst,IL,42.4175,-88.0257,14216,America/Chicago
East Wenatchee,WA,47.4174,-120.2822,14219,America/Los_Angeles
Stone Ridge,VA,38.9295,-77.5553,14220,America/New_York
Kings Park West,VA,38.8151,-77.2960,14227,America/New_York
Lewisville,NC,36.1030,-80.4164,14228,America/New_York
Salida,CA,37.7145,-121.0870,14229,America/Los_Angeles
Destin,FL,30.3950,-86.4701,14247,America/Chicago
Tamaqua,PA,40.8033,-75.9344,14252,America/New_York
Mill Valley,CA,37.9085,-122.5421,14259,America/Los_Angeles
North Auburn,CA,38.9306,-121.0821,14269,America/Los_Angeles
Douglas,GA,31.5065,-82.8543,14283,America/New_York
Toppenish,WA,46.3806,-120.3123,14284,America/Los_Angeles
Ozark,AL,31.4508,-85.6473,14284,America/Chicago
Camden,SC,34.2565,-80.6087,14303,America/New_York
Mountain Home,AR,36.3348,-92.3846,14317,America/Chicago
Alexander City,AL,32.9242,-85.9361,14317,America/Chicago
Hollins,VA,37.3434,-79.9535,14329,America/New_York
Summerfield,MD,38.9042,-76.8678,14343,America/New_York
Midlothian,IL,41.6254,-87.7243,14346,America/Chicago
Cayey,PR,18.1150,-66.1630,14347,America/Puerto_Rico
Warrington,FL,30.3821,-87.2944,14351,America/Chicago
Bridgetown,OH,39.1551,-84.6359,14352,America/New_York
Glasgow,DE,39.6015,-75.7474,14359,America/New_York
Ocean View,DE,38.5355,-75.0984,14360,America/New_York
Chippewa Falls,WI,44.9358,-91.3902,14366,America/Chicago
Warren,PA,41.8433,-79.1445,14370,America/New_York
North Fair Oaks,CA,37.4754,-122.2035,14372,America/Los_Angeles
Clewiston,FL,26.7529,-80.9399,14383,America/New_York
Robbinsdale,MN,45.0261,-93.3332,14389,America/Chicago
Greenlawn,NY,40.8630,-73.3642,14392,America/New_York
Bradley Gardens,NJ,40.5711,-74.6678,14400,America/New_York
Washington,MO,38.5514,-91.0151,14417,America/Chicago
Thibodaux,LA,29.7941,-90.8163,14425,America/Chicago
Lockhart,FL,28.6271,-81.4354,14430,America/New_York
Scottsboro,AL,34.6438,-86.0491,14436,America/Chicago
Chaparral,NM,32.0442,-106.4061,14437,America/Denver
Tenafly,NJ,40.9175,-73.9531,14453,America/New_York
Halawa,HI,21.3753,-157.9185,14453,Pacific/Honolulu
Fostoria,OH,41.1601,-83.4120,14458,America/New_York
Thonotosassa,FL,28.0465,-82.2910,14460,America/New_York
Hartselle,AL,34.4391,-86.9400,14466,America/Chicago
Corinth,MS,34.9474,-88.5143,14472,America/Chicago
Sun Lakes,AZ,33.2172,-111.8695,14473,America/Phoenix
Ewa Beach,HI,21.3181,-158.0073,14479,Pacific/Honolulu
Fraser,MI,42.5388,-82.9496,14480,America/Detroit
Glasgow,KY,37.0047,-85.9263,14485,America/Chicago
Mount Dora,FL,28.8143,-81.6344,14516,America/New_York
Grain Valley,MO,39.0168,-94.2085,14526,America/Chicago
Metuchen,NJ,40.5424,-74.3628,14543,America/New_York
Royal Kunia,HI,21.4053,-158.0318,14565,Pacific/Honolulu
Connersville,IN,39.6581,-85.1410,14566,America/Indiana/Indianapolis
Henderson,TX,32.1576,-94.7960,14569,America/Chicago
Muscle Shoals,AL,34.7436,-87.6344,14575,America/Chicago
Jennings,MO,38.7230,-90.2644,14575,America/Chicago
Forest City,FL,28.6619,-81.4443,14592,America/New_York
Port Orchard,WA,47.5163,-122.6610,14597,America/Los_Angeles
Gonzalez,FL,30.5822,-87.2906,14598,America/Chicago
Falls Church,VA,38.8847,-77.1751,14617,America/New_York
Pewaukee,WI,43.0701,-88.2411,14631,America/Chicago
Paradise Valley,AZ,33.5434,-111.9595,14637,America/Phoenix
Williamstown,NJ,39.6874,-74.9786,14641,America/New_York
Manor,TX,30.3562,-97.5228,14642,America/Chicago
El Dorado,KS,37.8209,-96.8614,14648,America/Chicago
Saraland,AL,30.8478,-88.1004,14649,America/Chicago
Berea,SC,34.8802,-82.4653,14652,America/New_York
Hershey,PA,40.2806,-76.6458,14654,America/New_York
Southern Pines,NC,35.1927,-79.4040,14657,America/New_York
Pierre,SD,44.3748,-100.3205,14659,America/Chicago
Las Vegas,NM,35.6011,-105.2206,14662,America/Denver
Worthington,OH,40.0949,-83.0210,14692,America/New_York
Hartsville,SC,34.3676,-80.0833,14693,America/New_York
Azalea Park,FL,28.5473,-81.2956,14700,America/New_York
Royse City,TX,32.9762,-96.3175,14702,America/Chicago
Youngsville,LA,30.0964,-91.9963,14704,America/Chicago
Calera,AL,33.1249,-86.7450,14717,America/Chicago
Lemon Hill,CA,38.5172,-121.4573,14733,America/Los_Angeles
Kemp Mill,MD,39.0412,-77.0215,14733,America/New_York
Cambridge,OH,40.0221,-81.5868,14736,America/New_York
Tonawanda,NY,43.0105,-78.8805,14745,America/New_York
Nocatee,FL,30.0918,-81.4097,14747,America/New_York
Bedford,IN,38.8602,-86.4895,14752,America/Indiana/Indianapolis
Campbellsville,KY,37.3446,-85.3511,14772,America/New_York
St. Simons,GA,31.1774,-81.3857,14778,America/New_York
Hot Springs Village,AR,34.6568,-92.9644,14779,America/Chicago
Lebanon,MO,37.6717,-92.6603,14798,America/Chicago
Lamont,CA,35.2651,-118.9159,14799,America/Los_Angeles
Bellair-Meadowbrook Terrace,FL,30.1796,-81.7375,14800,America/New_York
Grimes,IA,41.6776,-93.7946,14804,America/Chicago
Jacksonville,TX,31.9642,-95.2617,14815,America/Chicago
California,MD,38.2969,-76.4949,14815,America/New_York
Yazoo City,MS,32.8618,-90.4067,14817,America/Chicago
Mount Washington,KY,38.0430,-85.5549,14817,America/New_York
Jackson,MO,37.3792,-89.6521,14836,America/Chicago
Hampton Bays,NY,40.8692,-72.5227,14848,America/New_York
Brooklyn Park,MD,39.2170,-76.6174,14850,America/New_York
Salem Lakes,WI,42.5366,-88.1307,14852,America/Chicago
New Cassel,NY,40.7600,-73.5649,14867,America/New_York
London,OH,39.8936,-83.4376,14870,America/New_York
Great Falls,VA,39.0110,-77.3013,14872,America/New_York
Yankton,SD,42.8901,-97.3926,14872,America/Chicago
Alpine,CA,32.8439,-116.7585,14878,America/Los_Angeles
New Freedom,PA,39.7353,-76.6967,14882,America/New_York
Ramsey,NJ,41.0595,-74.1454,14884,America/New_York
Franklin Park,PA,40.5903,-80.0999,14885,America/New_York
West Lealman,FL,27.8191,-82.7385,14891,America/New_York
Clarksdale,MS,34.1971,-90.5729,14894,America/Chicago
Whitewater,WI,42.8372,-88.7341,14895,America/Chicago
Livingston,CA,37.3875,-120.7248,14896,America/Los_Angeles
Ferndale,WA,48.8525,-122.5893,14897,America/Los_Angeles
Taft,CA,35.1267,-119.4242,14898,America/Los_Angeles
Alamo,CA,37.8546,-122.0130,14905,America/Los_Angeles
Astoria,OR,46.1856,-123.8053,14916,America/Los_Angeles
Tehachapi,CA,35.1274,-118.4749,14928,America/Los_Angeles
Newport,KY,39.0855,-84.4868,14932,America/New_York
Beech Grove,IN,39.7157,-86.0871,14937,America/Indiana/Indianapolis
Hewitt,TX,31.4520,-97.1960,14937,America/Chicago
Fort Carson,CO,38.7403,-104.7840,14951,America/Denver
Ocean Pointe,HI,21.3145,-158.0289,14989,Pacific/Honolulu
Willow Grove,PA,40.1495,-75.1178,14992,America/New_York
Vandalia,OH,39.8790,-84.1930,14997,America/New_York
Susanville,CA,40.4205,-120.6129,15010,America/Los_Angeles
Depew,NY,42.9117,-78.7044,15011,America/New_York
Kenmore,NY,42.9646,-78.8713,15020,America/New_York
Seaford,NY,40.6678,-73.4922,15040,America/New_York
Coto de Caza,CA,33.5961,-117.5862,15056,America/Los_Angeles
Washington Court House,OH,39.5383,-83.4279,15059,America/New_York
Park City,UT,40.6505,-111.5020,15061,America/Denver
Oldsmar,FL,28.0507,-82.6698,15061,America/New_York
West Richland,WA,46.3115,-119.3998,15075,America/Los_Angeles
North New Hyde Park,NY,40.7460,-73.6876,15080,America/New_York
Jamestown,ND,46.9063,-98.6936,15084,America/Chicago
West Park,FL,25.9840,-80.1923,15089,America/New_York
Englewood,FL,26.9603,-82.3535,15095,America/New_York
Rossville,MD,39.3572,-76.4767,15127,America/New_York
Gantt,SC,34.7837,-82.4027,15138,America/New_York
Great Bend,KS,38.3593,-98.8016,15144,America/Chicago
Pleasanton,TX,28.9643,-98.4957,15148,America/Chicago
Grovetown,GA,33.4504,-82.2073,15152,America/New_York
Dentsville,SC,34.0754,-80.9546,15153,America/New_York
College Park,GA,33.6363,-84.4640,15159,America/New_York
Galion,OH,40.7385,-82.7792,15161,America/New_York
Hereford,TX,34.8232,-102.4001,15164,America/Chicago
Elk Plain,WA,47.0448,-122.3671,15167,America/Los_Angeles
Weston,WI,44.8905,-89.5487,15167,America/Chicago
Candelaria,PR,18.4043,-66.2175,15193,America/Puerto_Rico
Bay Village,OH,41.4851,-81.9315,15194,America/New_York
Mineral Wells,TX,32.8169,-98.0776,15213,America/Chicago
South Farmingdale,NY,40.7175,-73.4471,15229,America/New_York
Fords,NJ,40.5415,-74.3124,15250,America/New_York
Damascus,MD,39.2737,-77.2006,15250,America/New_York
Hugo,MN,45.1671,-92.9588,15267,America/Chicago
Kerman,CA,36.7249,-120.0625,15282,America/Los_Angeles
Wilkinsburg,PA,40.4442,-79.8733,15292,America/New_York
Bradley,IL,41.1641,-87.8452,15314,America/Chicago
Southchase,FL,28.3793,-81.3903,15314,America/New_York
Aldine,TX,29.9122,-95.3785,15318,America/Chicago
Hueytown,AL,33.4237,-87.0220,15322,America/Chicago
La Grange,IL,41.8072,-87.8741,15322,America/Chicago
Grosse Pointe Woods,MI,42.4366,-82.8987,15332,America/Detroit
Westbury,NY,40.7599,-73.5891,15351,America/New_York
Washington,NJ,40.7587,-74.9825,15357,America/New_York
Berkley,MI,42.4986,-83.1853,15366,America/Detroit
Bellmore,NY,40.6569,-73.5285,15368,America/New_York
Northview,MI,43.0427,-85.6016,15394,America/Detroit
Pulaski,VA,37.0528,-80.7624,15407,America/New_York
Asbury Park,NJ,40.2226,-74.0119,15408,America/New_York
Pacific Grove,CA,36.6192,-121.9255,15413,America/Los_Angeles
Avocado Heights,CA,34.0381,-118.0026,15426,America/Los_Angeles
Mount Vernon,IL,38.3140,-88.9174,15427,America/Chicago
La Palma,CA,33.8504,-118.0406,15428,America/Los_Angeles
Middleburg Heights,OH,41.3695,-81.8151,15432,America/New_York
Hayden,ID,47.7680,-116.8039,15434,America/Los_Angeles
Belvedere Park,GA,33.7488,-84.2598,15441,America/New_York
Holly Springs,GA,34.1685,-84.4845,15442,America/New_York
Hartford,WI,43.3223,-88.3782,15445,America/Chicago
Talladega,AL,33.4329,-86.0976,15457,America/Chicago
Cloverly,MD,39.1065,-76.9993,15464,America/New_York
Hermitage,PA,41.2305,-80.4414,15471,America/New_York
Mastic,NY,40.8098,-72.8479,15476,America/New_York
Groves,TX,29.9457,-93.9164,15480,America/Chicago
Seven Oaks,SC,34.0474,-81.1434,15484,America/New_York
Glen Allen,VA,37.6660,-77.4838,15488,America/New_York
East Highland Park,VA,37.5770,-77.3865,15498,America/New_York
La Grande,OR,45.3243,-118.0865,15515,America/Los_Angeles
Lake Geneva,WI,42.5824,-88.4281,15518,America/Chicago
Harrison,OH,39.2582,-84.7868,15518,America/New_York
Buford,GA,34.1185,-83.9916,15522,America/New_York
Blackfoot,ID,43.1940,-112.3455,15526,America/Boise
Ladson,SC,33.0092,-80.1078,15539,America/New_York
Houghton,MI,47.1119,-88.5672,15543,America/Detroit
Dunn,NC,35.3113,-78.6129,15550,America/New_York
Overland,MO,38.6966,-90.3689,15551,America/Chicago
Longwood,FL,28.7014,-81.3487,15561,America/New_York
McMinnville,TN,35.6863,-85.7812,15570,America/Chicago
Miami,OK,36.8877,-94.8718,15571,America/Chicago
Newton,IA,41.6964,-93.0402,15580,America/Chicago
West University Place,TX,29.7157,-95.4321,15585,America/Chicago
Chubbuck,ID,42.9261,-112.4624,15588,America/Boise
Fort Mohave,AZ,35.0004,-114.5748,15593,America/Phoenix
Riverdale,GA,33.5640,-84.4103,15594,America/New_York
Fate,TX,32.9429,-96.3858,15603,America/Chicago
Three Lakes,FL,25.6415,-80.4000,15614,America/New_York
Parlier,CA,36.6087,-119.5434,15618,America/Los_Angeles
Elkton,MD,39.6067,-75.8208,15622,America/New_York
Tanque Verde,AZ,32.2687,-110.7437,15638,America/Phoenix
Palmetto Estates,FL,25.6211,-80.3616,15640,America/New_York
Graham,NC,36.0596,-79.3892,15646,America/New_York
McFarland,CA,35.6781,-119.2414,15651,America/Los_Angeles
Mitchell,SD,43.7296,-98.0337,15679,America/Chicago
North Arlington,NJ,40.7875,-74.1273,15683,America/New_York
Shively,KY,38.1970,-85.8136,15689,America/Kentucky/Louisville
Blytheville,AR,35.9321,-89.9051,15693,America/Chicago
Andrews,TX,32.3208,-102.5520,15708,America/Chicago
Farmingville,NY,40.8389,-73.0401,15714,America/New_York
Eggertsville,NY,42.9665,-78.8065,15721,America/New_York
Greenwood Village,CO,39.6152,-104.9130,15735,America/Denver
Purcellville,VA,39.1378,-77.7109,15742,America/New_York
Flowing Wells,AZ,32.2937,-111.0110,15755,America/Phoenix
Powder Springs,GA,33.8659,-84.6838,15758,America/New_York
South River,NJ,40.4455,-74.3784,15779,America/New_York
Sterling,CO,40.6206,-103.1925,15780,America/Denver
Fullerton,PA,40.6308,-75.4834,15787,America/New_York
Circleville,OH,39.6063,-82.9334,15792,America/New_York
East Rancho Dominguez,CA,33.8950,-118.1956,15792,America/Los_Angeles
Port Washington,NY,40.8268,-73.6764,15808,America/New_York
Payson,AZ,34.2434,-111.3195,15813,America/Phoenix
Parkway,CA,38.4993,-121.4520,15818,America/Los_Angeles
Humble,TX,29.9921,-95.2655,15824,America/Chicago
Easthampton,MA,42.2652,-72.6720,15829,America/New_York
White Center,WA,47.5086,-122.3480,15834,America/Los_Angeles
Wilmington Island,GA,32.0036,-80.9752,15834,America/New_York
Sierra Vista Southeast,AZ,31.4525,-110.2160,15841,America/Phoenix
Floral Park,NY,40.7226,-73.7029,15844,America/New_York
Hope Mills,NC,34.9690,-78.9559,15849,America/New_York
Laguna Woods,CA,33.6098,-117.7299,15850,America/Los_Angeles
Sarasota Springs,FL,27.3092,-82.4788,15854,America/New_York
Hibbing,MN,47.3981,-92.9487,15855,America/Chicago
Grandville,MI,42.9003,-85.7564,15858,America/Detroit
Sunset,FL,25.7061,-80.3530,15871,America/New_York
Pataskala,OH,40.0110,-82.7155,15883,America/New_York
Prospect Heights,IL,42.1039,-87.9267,15887,America/Chicago
King City,CA,36.2166,-121.1330,15887,America/Los_Angeles
Opa-locka,FL,25.8997,-80.2551,15887,America/New_York
Carthage,MO,37.1503,-94.3225,15892,America/Chicago
Millbrook,AL,32.5028,-86.3737,15896,America/Chicago
Walnut Park,CA,33.9683,-118.2220,15896,America/Los_Angeles
New River,AZ,33.8835,-112.0858,15910,America/Phoenix
Sayville,NY,40.7478,-73.0840,15910,America/New_York
New Haven,IN,41.0675,-85.0175,15922,America/Indiana/Indianapolis
Spanish Springs,NV,39.6567,-119.6695,15938,America/Los_Angeles
Bellevue,WI,44.4593,-87.9554,15944,America/Chicago
Hood River,OR,45.7092,-121.5258,15949,America/Los_Angeles
Fillmore,CA,34.3989,-118.9181,15954,America/Los_Angeles
Clearlake,CA,38.9590,-122.6330,15961,America/Los_Angeles
Archer Lodge,NC,35.6907,-78.3749,15972,America/New_York
Niceville,FL,30.5291,-86.4754,15972,America/Chicago
Dyer,IN,41.4976,-87.5090,15976,America/Chicago
Lakeway,TX,30.3547,-97.9854,15981,America/Chicago
Phelan,CA,34.4398,-117.5248,15987,America/Los_Angeles
Washington,NC,35.5587,-77.0545,16014,America/New_York
Indianola,IA,41.3629,-93.5652,16015,America/Chicago
Welby,CO,39.8403,-104.9655,16018,America/Denver
Aberdeen,MD,39.5146,-76.1730,16019,America/New_York
Lady Lake,FL,28.9241,-81.9299,16020,America/New_York
Long Beach,MS,30.3608,-89.1650,16023,America/Chicago
Fort Leonard Wood,MO,37.7562,-92.1274,16026,America/Chicago
Alma,MI,43.3800,-84.6556,16035,America/Detroit
Villa Rica,GA,33.7305,-84.9170,16058,America/New_York
Griffith,IN,41.5279,-87.4240,16060,America/Chicago
Lebanon,IN,40.0324,-86.4551,16065,America/Indiana/Indianapolis
Cherryland,CA,37.6792,-122.1038,16066,America/Los_Angeles
Troy,MO,38.9708,-90.9715,16092,America/Chicago
Bridgeview,IL,41.7403,-87.8067,16096,America/Chicago
Washougal,WA,45.5822,-122.3448,16107,America/Los_Angeles
Canyon,TX,34.9877,-101.9178,16109,America/Chicago
West Haven,UT,41.2082,-112.0540,16109,America/Denver
Center Point,AL,33.6446,-86.6851,16110,America/Chicago
Westchester,IL,41.8492,-87.8906,16117,America/Chicago
Frankfort,IN,40.2810,-86.5213,16136,America/Indiana/Indianapolis
Cambridge,MN,45.5612,-93.2283,16143,America/Chicago
Stallings,NC,35.1088,-80.6597,16145,America/New_York
Discovery Bay,CA,37.9071,-121.6076,16159,America/Los_Angeles
Fairview Park,OH,41.4419,-81.8530,16161,America/New_York
Mount Clemens,MI,42.5976,-82.8820,16163,America/Detroit
Troutdale,OR,45.5372,-122.3955,16183,America/Los_Angeles
Dixon,IL,41.8439,-89.4794,16195,America/Chicago
Centralia,IL,38.5223,-89.1233,16204,America/Chicago
Boulder City,NV,35.8407,-114.9257,16207,America/Los_Angeles
Vincent,CA,34.0982,-117.9238,16225,America/Los_Angeles
Sulphur Springs,TX,33.1421,-95.6124,16234,America/Chicago
Stuart,FL,27.1958,-80.2438,16237,America/New_York
Sikeston,MO,36.8865,-89.5870,16237,America/Chicago
Centerton,AR,36.3567,-94.2971,16244,America/Chicago
Conyers,GA,33.6645,-83.9966,16256,America/New_York
East San Gabriel,CA,34.1198,-118.0807,16256,America/Los_Angeles
Mount Holly,NC,35.3136,-81.0072,16257,America/New_York
Mebane,NC,36.0857,-79.2763,16262,America/New_York
Addison,TX,32.9590,-96.8355,16263,America/Chicago
Fort Thomas,KY,39.0802,-84.4518,16263,America/New_York
Kaukauna,WI,44.2776,-88.2645,16270,America/Chicago
Port Jervis,NY,41.3783,-74.6909,16273,America/New_York
Red Hill,SC,33.7777,-79.0111,16273,America/New_York
Morton,IL,40.6136,-89.4669,16277,America/Chicago
Gun Barrel City,TX,32.3277,-96.1287,16292,America/Chicago
Celina,TX,33.3188,-96.7865,16299,America/Chicago
Fairview Heights,IL,38.5974,-90.0053,16303,America/Chicago
Fallon,NV,39.4738,-118.7780,16313,America/Los_Angeles
Red Wing,MN,44.5816,-92.6036,16320,America/Chicago
Stanford,CA,37.4252,-122.1674,16326,America/Los_Angeles
Aurora,OH,41.3118,-81.3450,16338,America/New_York
Donna,TX,26.1467,-98.0559,16338,America/Chicago
Burley,ID,42.5379,-113.7930,16342,America/Boise
Hazel Park,MI,42.4619,-83.0977,16347,America/Detroit
Storrs,CT,41.8045,-72.2552,16352,America/New_York
Bluffdale,UT,40.4744,-111.9381,16358,America/Denver
Rio Linda,CA,38.6876,-121.4418,16359,America/Los_Angeles
Adelphi,MD,39.0017,-76.9649,16377,America/New_York
Monroe,GA,33.7990,-83.7160,16380,America/New_York
Ripon,CA,37.7417,-121.1310,16386,America/Los_Angeles
Hillcrest Heights,MD,38.8373,-76.9641,16388,America/New_York
